"","id","participant_id","item_id","item","item_type","trial_index","correct_answer","response","is_correct","reaction_time","trial_ptr_id","condition","first_mention","recent_mention","knowledge_cue","start","end","is_start","is_end","passage_reading_time","accuracy","excluded.attention","X","row","passage","mentions_start","mentions_end","mentions_ratio","passage_reversed","start_reversed","end_reversed","attn_check_1_q","attn_check_1_a","attn_check_2_q","attn_check_2_a","passage_hr","critical_q","critical_a","log_odds","token_c1","end_logprob","start_logprob","token_c2","lp_pred","pred_t1","pred_t2","pred_lp1","pred_lp2","mdl.accuracy","is_start_numeric"
"11",178,162,"9_tb_1_s_s_ex",9,"critical",5,"drawer","drawer",TRUE,7371.19999999925,178,"True Belief","Start","Start","Explicit","cupboard","drawer",FALSE,TRUE,12213.4000000004,1,FALSE,38,38,"Lisa is cooking dinner in the kitchen. She uses the grater and puts it away in the cupboard, then takes out the spatula from the drawer. She briefly leaves the kitchen, then comes back. She watches Robert move the grater to the drawer from the cupboard. Lisa realizes she needs to use the grater again. Lisa thinks the grater is in the [MASK].",2,2,1,".]KSAM[ eht ni si retarg eht skniht asiL .niaga retarg eht esu ot sdeen ehs sezilaer asiL .draobpuc eht morf reward eht ot retarg eht evom treboR sehctaw ehS .kcab semoc neht ,nehctik eht sevael ylfeirb ehS .reward eht morf alutaps eht tuo sekat neht ,draobpuc eht ni yawa ti stup dna retarg eht sesu ehS .nehctik eht ni rennid gnikooc si asiL","draobpuc","reward","Where did Lisa put the grater at the beginning of the story?","cupboard","Where was the grater at the end of the story?","drawer","Lisa is cooking dinner in the kitchen. She uses the grater and puts it away in the cupboard, then takes out the spatula from the drawer. She briefly leaves the kitchen, then comes back. She watches Robert move the grater to the drawer from the cupboard. Lisa comes back realizes she needs to use the grater again.","Lisa thinks the grater is in the","drawer",1.8229726355318,"cupboard",-1.9795372,-0.1565645644682,"drawer","cupboard","cup","board",-0.16100925,-2.3360508e-06,0,0
"12",184,284,"7_tb_1_e_s_ex",7,"critical",5,"fridge","fridge",TRUE,6526.80000001192,184,"True Belief","End","Start","Explicit","garage","fridge",FALSE,TRUE,13556.3999999762,1,FALSE,14,14,"David and Marta go out to get some wine for the party. When they get home, David grabs a drink from the fridge and stores the wine in the garage. However, Marta decides the wine would be best cooled. David watches Marta move the wine into the fridge from the garage. Then, David goes out to get some snacks. When he returns home, he wants to put out the wine. David thinks the wine is in the [MASK].",2,2,1," .]KSAM[ eht ni si eniw eht skniht divaD .eniw eht tuo tup ot stnaw eh ,emoh snruter eh nehW .skcans emos teg ot tuo seog divaD ,nehT .egarag eht morf egdirf eht otni eniw eht evom atraM sehctaw divaD .delooc tseb eb dluow eniw eht sediced atraM ,revewoH .egarag eht ni eniw eht serots dna egdirf eht morf knird a sbarg divaD ,emoh teg yeht nehW .ytrap eht rof eniw emos teg ot tuo og atraM dna divaD","egarag","egdirf","Where did David put the wine at the beginning of the story?","garage","Where was the wine at the end of the story?","fridge","David and Marta go out to get some wine for the party. When they get home, David grabs a drink from the fridge and stores the wine in the garage. However, Marta decides the wine would be best cooled. David watches Marta move the wine into the fridge from the garage. Then, David goes out to get some snacks. When he returns home, he wants to put out the wine.","David thinks the wine is in the","fridge",-2.224619404,"garage",-0.107166596,-2.331786,"fridge","fridge","fridge",",",-0.108827,-0.07279549,1,0
"13",187,189,"6_tb_1_e_s_im",6,"critical",5,"cabinet","cabinet",TRUE,4715.7000002861,187,"True Belief","End","Start","Implicit","drawer","cabinet",FALSE,TRUE,24534.1999998093,1,FALSE,191,191,"Laura is in the study, using the stapler. When she is finished, she puts the documents away in a cabinet and the stapler away in a drawer. Then Ross wanders into the study. Laura watches Ross take the stapler, and put it back in the cabinet instead of the drawer. Laura leaves to go and make a coffee. Laura comes back into the study and remembers she has one more document to staple together. Laura goes to get the stapler from the [MASK].",2,2,1,".]KSAM[ eht morf relpats eht teg ot seog aruaL .rehtegot elpats ot tnemucod erom eno sah ehs srebmemer dna yduts eht otni kcab semoc aruaL .eeffoc a ekam dna og ot sevael aruaL .reward eht fo daetsni tenibac eht ni kcab ti tup dna ,relpats eht ekat ssoR sehctaw aruaL .yduts eht otni srednaw ssoR nehT .reward a ni yawa relpats eht dna tenibac a ni yawa stnemucod eht stup ehs ,dehsinif si ehs nehW .relpats eht gnisu ,yduts eht ni si aruaL","reward","tenibac","Where did Laura put the stapler at the beginning of the story?","drawer","Where is the stapler at the end of the story?","cabinet","Laura is in the study, using the stapler. When she is finished, she puts the documents away in a cabinet and the stapler away in a drawer. Then Ross wanders into the study. Laura watches Ross take the stapler, and put it back in the cabinet instead of the drawer. Laura leaves to go and make a coffee. Laura comes back into the study and remembers she has one more document to staple together.","Laura goes to get the stapler from the","cabinet",-1.57799256,"drawer",-0.19481114,-1.7728037,"cabinet","cabinet","cabinet",",",-0.19401652,-0.34535256,1,0
"14",193,114,"5_tb_1_e_e_ex",5,"critical",5,"study","study",TRUE,4622.39999997616,193,"True Belief","End","End","Explicit","hall","study",FALSE,TRUE,21766.1999999881,1,FALSE,170,170,"Ed arrives home after a long day at work. He leaves his bag in the study and puts his keys in the hall. Seana arrives home a few minutes later. Ed watches as Seana moves the keys from the hall to the study. Afterwards, Ed goes to the bathroom. When Ed gets back from the bathroom, he realizes he needs his keys. Ed thinks the keys are in the [MASK].",2,2,1,".]KSAM[ eht ni era syek eht skniht dE .syek sih sdeen eh sezilaer eh ,moorhtab eht morf kcab steg dE nehW .moorhtab eht ot seog dE ,sdrawretfA .yduts eht ot llah eht morf syek eht sevom anaeS sa sehctaw dE .retal setunim wef a emoh sevirra anaeS .llah eht ni syek sih stup dna yduts eht ni gab sih sevael eH .krow ta yad gnol a retfa emoh sevirra dE","llah","yduts","Where did Ed put his keys at the beginning of the story?","hall","Where are the keys at the end of the story?","study","Ed arrives home after a long day at work. He leaves his bag in the study and puts his keys in the hall. Seana arrives home a few minutes later. Ed watches as Seana moves the keys from the hall to the study. Afterwards, Ed goes to the bathroom. When Ed gets back from the bathroom, he realizes he needs his keys.","Ed thinks the keys are in the","study",1.56750037,"hall",-1.7646793,-0.19717893,"study","hall","hall",",",-0.19563921,-0.0027627547,0,0
"15",202,121,"5_tb_1_e_e_im",5,"critical",5,"study","hall",FALSE,15258.299999997,202,"True Belief","End","End","Implicit","hall","study",TRUE,FALSE,27603.400000006,0,FALSE,171,171,"Ed arrives home after a long day at work. He leaves his bag in the study and puts his keys in the hall. Seana arrives home a few minutes later. Ed watches as Seana moves the keys from the hall to the study. Afterwards, Ed goes to the bathroom. When Ed gets back from the bathroom, he realizes he needs his keys. Ed goes to get the keys from the [MASK].",2,2,1,".]KSAM[ eht morf syek eht teg ot seog dE .syek sih sdeen eh sezilaer eh ,moorhtab eht morf kcab steg dE nehW .moorhtab eht ot seog dE ,sdrawretfA .yduts eht ot llah eht morf syek eht sevom anaeS sa sehctaw dE .retal setunim wef a emoh sevirra anaeS .llah eht ni syek sih stup dna yduts eht ni gab sih sevael eH .krow ta yad gnol a retfa emoh sevirra dE","llah","yduts","Where did Ed put his keys at the beginning of the story?","hall","Where are the keys at the end of the story?","study","Ed arrives home after a long day at work. He leaves his bag in the study and puts his keys in the hall. Seana arrives home a few minutes later. Ed watches as Seana moves the keys from the hall to the study. Afterwards, Ed goes to the bathroom. When Ed gets back from the bathroom, he realizes he needs his keys.","Ed goes to get the keys from the","study",-6.7208487234,"hall",-0.0035172766,-6.724366,"study","study","study",",",-0.0034667943,-0.045429785,1,1
"16",205,163,"10_tb_1_e_e_im",10,"critical",5,"van","van",TRUE,9813,205,"True Belief","End","End","Implicit","toolbox","van",FALSE,TRUE,19236.8999996185,1,FALSE,59,59,"John and Karen are working on a building site. John is using a shovel to spread cement. When he is done, he grabs his phone from the van, then leaves the shovel in the toolbox. John goes to the office to talk to the boss and comes back moments later. Then, Karen takes the shovel out of the toolbox to tidy up some edges. When Karen is finished, John watches her put the shovel away in the van. However, John needs to use the shovel again. John goes to get the shovel from the [MASK].",2,2,1," .]KSAM[ eht morf levohs eht teg ot seog nhoJ .niaga levohs eht esu ot sdeen nhoJ ,revewoH .nav eht ni yawa levohs eht tup reh sehctaw nhoJ ,dehsinif si neraK nehW .segde emos pu ydit ot xobloot eht fo tuo levohs eht sekat neraK ,nehT .retal stnemom kcab semoc dna ssob eht ot klat ot eciffo eht ot seog nhoJ .xobloot eht ni levohs eht sevael neht ,nav eht morf enohp sih sbarg eh ,enod si eh nehW .tnemec daerps ot levohs a gnisu si nhoJ .etis gnidliub a no gnikrow era neraK dna nhoJ","xobloot","nav","Where did John put the shovel at the beginning of the story?","toolbox","Where was the shovel at the end of the story?","van","John and Karen are working on a building site. John is using a shovel to spread cement. When he is done, he grabs his phone from the van, then leaves the shovel in the toolbox. John goes to the office to talk to the boss and comes back moments later. Then, Karen takes the shovel out of the toolbox to tidy up some edges. When Karen is finished, John watches her put the shovel away in the van. However, John needs to use the shovel again.","John goes to get the shovel from the","van",-3.753168213,"toolbox",-0.024369568,-3.777537781,"van","van","van",",",-0.024323458,-0.023981152,1,0
"17",214,117,"3_tb_1_e_s_ex",3,"critical",5,"basket","basket",TRUE,12631.3000001907,214,"True Belief","End","Start","Explicit","sink","basket",FALSE,TRUE,28817.6999998093,1,FALSE,142,142,"While Cameron is eating, he gets a stain on his shirt. He picks up a sweater from the basket and puts his shirt in the sink. Cameron sees Helen move the shirt into the basket from the sink. Then he goes to his room to get changed. When Cameron comes back into the room he wants to wash the stain off his shirt. Cameron thinks the shirt is in the [MASK].",2,2,1,".]KSAM[ eht ni si trihs eht skniht noremaC .trihs sih ffo niats eht hsaw ot stnaw eh moor eht otni kcab semoc noremaC nehW .degnahc teg ot moor sih ot seog eh nehT .knis eht morf teksab eht otni trihs eht evom neleH sees noremaC .knis eht ni trihs sih stup dna teksab eht morf retaews a pu skcip eH .trihs sih no niats a steg eh ,gnitae si noremaC elihW","knis","teksab","Where did Cameron put the shirt at the beginning of the story?","sink","Where is the shirt at the end of the story?","basket","While Cameron is eating, he gets a stain on his shirt. He picks up a sweater from the basket and puts his shirt in the sink. Cameron sees Helen move the shirt into the basket from the sink. Then he goes to his room to get changed. When Cameron comes back into the room he wants to wash the stain off his shirt.","Cameron thinks the shirt is in the","basket",2.9209637,"sink",-2.992116,-0.0711523,"basket","sink","sink",",",-0.07089237,-0.07945592,0,0
"18",220,108,"9_fb_1_s_s_ex",9,"critical",5,"cupboard","cupboard",TRUE,12763.7000000002,220,"False Belief","Start","Start","Explicit","cupboard","drawer",TRUE,FALSE,18691.2000000002,1,FALSE,36,36,"Lisa is cooking dinner in the kitchen. She uses the grater and puts it away in the cupboard, then takes out the spatula from the drawer. She briefly leaves the kitchen, and while she is away, Robert moves the grater to the drawer from the cupboard. Lisa comes back and realizes she needs to use the grater again. Lisa thinks the grater is in the [MASK].",2,2,1,".]KSAM[ eht ni si retarg eht skniht asiL .niaga retarg eht esu ot sdeen ehs sezilaer dna kcab semoc asiL .draobpuc eht morf reward eht ot retarg eht sevom treboR ,yawa si ehs elihw dna ,nehctik eht sevael ylfeirb ehS .reward eht morf alutaps eht tuo sekat neht ,draobpuc eht ni yawa ti stup dna retarg eht sesu ehS .nehctik eht ni rennid gnikooc si asiL","draobpuc","reward","Where did Lisa put the grater at the beginning of the story?","cupboard","Where was the grater at the end of the story?","drawer","Lisa is cooking dinner in the kitchen. She uses the grater and puts it away in the cupboard, then takes out the spatula from the drawer. She briefly leaves the kitchen, and while she is away, Robert moves the grater to the drawer from the cupboard. Lisa comes back and realizes she needs to use the grater again.","Lisa thinks the grater is in the","cupboard",8.432772659146,"cupboard",-8.433103,-0.000330340854,"drawer","cupboard","cup","board",-0.00029509945,-3.5001114e-05,1,1
"19",223,184,"1_tb_1_e_e_im",1,"critical",5,"basket","basket",TRUE,5208.60000002384,223,"True Belief","End","End","Implicit","box","basket",FALSE,TRUE,30014.7999999821,1,FALSE,107,107,"Sean is reading a book. When he is done, he picks up a sweater from the basket and puts the book in the box. Then, Anna comes into the room. Sean watches Anna move the book from the box to the basket. Sean leaves to get something to eat in the kitchen. Sean comes back into the room and wants to read more of his book. Sean goes to get the book from the [MASK].",2,2,1,".]KSAM[ eht morf koob eht teg ot seog naeS .koob sih fo erom daer ot stnaw dna moor eht otni kcab semoc naeS .nehctik eht ni tae ot gnihtemos teg ot sevael naeS .teksab eht ot xob eht morf koob eht evom annA sehctaw naeS .moor eht otni semoc annA ,nehT .xob eht ni koob eht stup dna teksab eht morf retaews a pu skcip eh ,enod si eh nehW .koob a gnidaer si naeS","xob","teksab","Where did Sean put the book at the beginning of the story?","box","Where was the book at the end of the story?","basket","Sean is reading a book. When he is done, he picks up a sweater from the basket and puts the book in the box. Then, Anna comes into the room. Sean watches Anna move the book from the box to the basket. Sean leaves to get something to eat in the kitchen. Sean comes back into the room and wants to read more of his book.","Sean goes to get the book from the","basket",-7.19653053494,"box",-0.00087646506,-7.197407,"basket","basket","basket",",",-0.00087646506,-0.2573805,1,0
"20",226,165,"9_fb_1_s_e_ex",9,"critical",5,"cupboard","cupboard",TRUE,6180,226,"False Belief","Start","End","Explicit","cupboard","drawer",TRUE,FALSE,32977.5,1,FALSE,32,32,"Lisa is cooking dinner in the kitchen. She uses the grater and puts it away in the cupboard, then takes out the spatula from the drawer. She briefly leaves the kitchen, and while she is away, Robert moves the grater from the cupboard to the drawer. Lisa comes back and realizes she needs to use the grater again. Lisa thinks the grater is in the [MASK].",2,2,1,".]KSAM[ eht ni si retarg eht skniht asiL .niaga retarg eht esu ot sdeen ehs sezilaer dna kcab semoc asiL .reward eht ot draobpuc eht morf retarg eht sevom treboR ,yawa si ehs elihw dna ,nehctik eht sevael ylfeirb ehS .reward eht morf alutaps eht tuo sekat neht ,draobpuc eht ni yawa ti stup dna retarg eht sesu ehS .nehctik eht ni rennid gnikooc si asiL","draobpuc","reward","Where did Lisa put the grater at the beginning of the story?","cupboard","Where was the grater at the end of the story?","drawer","Lisa is cooking dinner in the kitchen. She uses the grater and puts it away in the cupboard, then takes out the spatula from the drawer. She briefly leaves the kitchen, and while she is away, Robert moves the grater from the cupboard to the drawer. Lisa comes back and realizes she needs to use the grater again.","Lisa thinks the grater is in the","cupboard",5.591485738976,"cupboard",-5.5953197,-0.003833961024,"drawer","cupboard","cup","board",-0.0037395142,-2.5105857e-05,1,1
"21",229,159,"3_fb_1_e_e_im",3,"critical",5,"sink","basket",FALSE,8423.29999995232,229,"False Belief","End","End","Implicit","sink","basket",FALSE,TRUE,23685.7999999523,0,FALSE,137,137,"While Cameron is eating, he gets a stain on his shirt. He picks up a sweater from the basket and puts his shirt in the sink. Then he goes to his room to get changed. Cameron doesn't see Helen move the shirt from the sink to the basket. When Cameron comes back into the room he wants to wash the stain off his shirt. Cameron goes to get his shirt out of the [MASK].",2,2,1,".]KSAM[ eht fo tuo trihs sih teg ot seog noremaC .trihs sih ffo niats eht hsaw ot stnaw eh moor eht otni kcab semoc noremaC nehW .teksab eht ot knis eht morf trihs eht evom neleH ees t'nseod noremaC .degnahc teg ot moor sih ot seog eh nehT .knis eht ni trihs sih stup dna teksab eht morf retaews a pu skcip eH .trihs sih no niats a steg eh ,gnitae si noremaC elihW","knis","teksab","Where did Cameron put the shirt at the beginning of the story?","sink","Where is the shirt at the end of the story?","basket","While Cameron is eating, he gets a stain on his shirt. He picks up a sweater from the basket and puts his shirt in the sink. Then he goes to his room to get changed. Cameron doesn't see Helen move the shirt from the sink to the basket. When Cameron comes back into the room he wants to wash the stain off his shirt.","Cameron goes to get his shirt out of the","sink",-1.04111414,"sink",-0.30512246,-1.3462366,"basket","basket","basket",",",-0.2966417,-0.7437195,0,0
"22",232,150,"10_fb_1_e_e_im",10,"critical",5,"toolbox","van",FALSE,4762.19999999553,232,"False Belief","End","End","Implicit","toolbox","van",FALSE,TRUE,33604.6000000015,0,FALSE,57,57,"John and Karen are working on a building site. John is using a shovel to spread cement. When he is done, he grabs his phone from the van, then leaves the shovel in the toolbox. John goes to the office to talk to the boss. While John is away, Karen takes the shovel out of the toolbox to tidy up some edges. When Karen is finished, she puts the shovel away in the van. Then, John returns from the office. He needs to use the shovel again. John goes to get the shovel from the [MASK].",2,2,1," .]KSAM[ eht morf levohs eht teg ot seog nhoJ .niaga levohs eht esu ot sdeen eH .eciffo eht morf snruter nhoJ ,nehT .nav eht ni yawa levohs eht stup ehs ,dehsinif si neraK nehW .segde emos pu ydit ot xobloot eht fo tuo levohs eht sekat neraK ,yawa si nhoJ elihW .ssob eht ot klat ot eciffo eht ot seog nhoJ .xobloot eht ni levohs eht sevael neht ,nav eht morf enohp sih sbarg eh ,enod si eh nehW .tnemec daerps ot levohs a gnisu si nhoJ .etis gnidliub a no gnikrow era neraK dna nhoJ","xobloot","nav","Where did John put the shovel at the beginning of the story?","toolbox","Where was the shovel at the end of the story?","van","John and Karen are working on a building site. John is using a shovel to spread cement. When he is done, he grabs his phone from the van, then leaves the shovel in the toolbox. John goes to the office to talk to the boss. While John is away, Karen takes the shovel out of the toolbox to tidy up some edges. When Karen is finished, she puts the shovel away in the van. Then, John returns from the office. He needs to use the shovel again.","John goes to get the shovel from the","toolbox",-3.1347213263,"toolbox",-0.042938888,-3.1776602143,"van","van","van",",",-0.03883509,-0.013665192,0,0
"23",235,266,"4_fb_1_e_s_ex",4,"critical",5,"shed","shed",TRUE,7893,235,"False Belief","End","Start","Explicit","shed","garage",TRUE,FALSE,32031,1,FALSE,156,156,"Paula and Tim are playing catch with a football in the yard. After a while they get bored. Paula gets a bottle of water from the garage and puts the football in the shed. Then Paula goes to run some errands. Paula is away while Tim moves the football into the garage after taking it out of the shed. Paula gets back and wants to play catch again. Paula thinks the football is in the [MASK].",2,2,1,".]KSAM[ eht ni si llabtoof eht skniht aluaP .niaga hctac yalp ot stnaw dna kcab steg aluaP .dehs eht fo tuo ti gnikat retfa egarag eht otni llabtoof eht sevom miT elihw yawa si aluaP .sdnarre emos nur ot seog aluaP nehT .dehs eht ni llabtoof eht stup dna egarag eht morf retaw fo elttob a steg aluaP .derob teg yeht elihw a retfA .dray eht ni llabtoof a htiw hctac gniyalp era miT dna aluaP","dehs","egarag","Where did Paula put the football at the beginning of the story?","shed","Where is the football at the end of the story?","garage","Paula and Tim are playing catch with a football in the yard. After a while they get bored. Paula gets a bottle of water from the garage and puts the football in the shed. Then Paula goes to run some errands. Paula is away while Tim moves the football into the garage after taking it out of the shed. Paula gets back and wants to play catch again.","Paula thinks the football is in the","shed",5.9597817914,"shed",-5.9625354,-0.0027536086,"garage","shed","shed",",",-0.0030086772,-0.32940602,1,1
"24",238,142,"7_fb_1_s_e_im",7,"critical",5,"garage","garage",TRUE,7451.89999985695,238,"False Belief","Start","End","Implicit","garage","fridge",TRUE,FALSE,32951.7999999523,1,FALSE,1,1,"David and Marta go out to get some wine for the party. When they get home, David stores the wine in the garage and grabs a drink from the fridge. Then, David goes out to get some snacks. While David is gone, Marta decides the wine would be best cooled, so she moves the wine out of the garage and into the fridge. David returns home and wants to put out the wine. David goes to get the wine from the [MASK].",2,2,1," .]KSAM[ eht morf eniw eht teg ot seog divaD .eniw eht tuo tup ot stnaw dna emoh snruter divaD .egdirf eht otni dna egarag eht fo tuo eniw eht sevom ehs os ,delooc tseb eb dluow eniw eht sediced atraM ,enog si divaD elihW .skcans emos teg ot tuo seog divaD ,nehT .egdirf eht morf knird a sbarg dna egarag eht ni eniw eht serots divaD ,emoh teg yeht nehW .ytrap eht rof eniw emos teg ot tuo og atraM dna divaD","egarag","egdirf","Where did David put the wine at the beginning of the story?","garage","Where was the wine at the end of the story?","fridge","David and Marta go out to get some wine for the party. When they get home, David stores the wine in the garage and grabs a drink from the fridge. Then, David goes out to get some snacks. While David is gone, Marta decides the wine would be best cooled, so she moves the wine out of the garage and into the fridge. David returns home and wants to put out the wine.","David goes to get the wine from the","garage",-1.12108964,"garage",-0.28060886,-1.4016985,"fridge","fridge","fridge",",",-0.30104333,-0.4969379,0,1
"25",241,193,"11_fb_1_s_s_ex",11,"critical",5,"suitcase","suitcase",TRUE,8151.89999997616,241,"False Belief","Start","Start","Explicit","suitcase","backpack",TRUE,FALSE,17214.8999999762,1,FALSE,68,68,"Patrick and Nicole are sitting at the train station, waiting for their train. Patrick takes out the ticket to check it and puts it away in the suitcase, then grabs his camera from the backpack. Then he gets up to take photos of the trains. Patrick doesn't see Nicole place the ticket in the backpack after taking it out of the suitcase. Patrick comes back to sit at the table with Nicole. He wants to check the ticket one more time. Patrick thinks the ticket is in the [MASK].",2,2,1,".]KSAM[ eht ni si tekcit eht skniht kcirtaP .emit erom eno tekcit eht kcehc ot stnaw eH .elociN htiw elbat eht ta tis ot kcab semoc kcirtaP .esactius eht fo tuo ti gnikat retfa kcapkcab eht ni tekcit eht ecalp elociN ees t'nseod kcirtaP .sniart eht fo sotohp ekat ot pu steg eh nehT .kcapkcab eht morf aremac sih sbarg neht ,esactius eht ni yawa ti stup dna ti kcehc ot tekcit eht tuo sekat kcirtaP .niart rieht rof gnitiaw ,noitats niart eht ta gnittis era elociN dna kcirtaP","esactius","kcapkcab","Where did Patrick put the ticket at the beginning of the story?","suitcase","Where was the ticket at the end of the story?","backpack","Patrick and Nicole are sitting at the train station, waiting for their train. Patrick takes out the ticket to check it and puts it away in the suitcase, then grabs his camera from the backpack. Then he gets up to take photos of the trains. Paul doesn't see Nicole place the ticket in the backpack after taking it out of the suitcase. Patrick comes back to sit at the table with Nicole. He wants to check the ticket one more time.","Patrick thinks the ticket is in the","suitcase",6.274869085,"suitcase",-6.2776423,-0.002773215,"backpack","suitcase","suitcase",",",-0.0028054311,-0.052244846,1,1
"26",259,182,"4_tb_1_s_s_ex",4,"critical",5,"garage","garage",TRUE,10256.3000000007,259,"True Belief","Start","Start","Explicit","shed","garage",FALSE,TRUE,27318.8000000007,1,FALSE,150,150,"Paula and Tim are playing catch with a football in the yard. After a while they get bored. Paula puts the football in the shed, and gets a bottle of water from the garage. Afterwards, Paula sees Tim move the football into the garage after taking it out of the shed. Then Paula goes to run some errands. Paula gets back and wants to play catch again. Paula thinks the football is in the [MASK].",2,2,1,".]KSAM[ eht ni si llabtoof eht skniht aluaP .niaga hctac yalp ot stnaw dna kcab steg aluaP .sdnarre emos nur ot seog aluaP nehT .dehs eht fo tuo ti gnikat retfa egarag eht otni llabtoof eht evom miT sees aluaP ,sdrawretfA .egarag eht morf retaw fo elttob a steg dna ,dehs eht ni llabtoof eht stup aluaP .derob teg yeht elihw a retfA .dray eht ni llabtoof a htiw hctac gniyalp era miT dna aluaP","dehs","egarag","Where did Paula put the football at the beginning of the story?","shed","Where is the football at the end of the story?","garage","Paula and Tim are playing catch with a football in the yard. After a while they get bored. Paula puts the football in the shed, and gets a bottle of water from the garage. Afterwards, Paula sees Tim move the football into the garage after taking it out of the shed. Then Paula goes to run some errands. Paula gets back and wants to play catch again.","Paula thinks the football is in the","garage",1.96314552,"shed",-2.1062171,-0.14307158,"garage","shed","shed",",",-0.1603482,-0.061532628,0,0
"27",268,160,"6_fb_1_s_e_ex",6,"critical",5,"drawer","drawer",TRUE,7683.89999999106,268,"False Belief","Start","End","Explicit","drawer","cabinet",TRUE,FALSE,31808.099999994,1,FALSE,176,176,"Laura is in the study, using the stapler. When she is finished, she puts the stapler away in a drawer and the documents away in a cabinet. Then Ross wanders into the study. Laura leaves to go and make a coffee. Laura doesn't see Ross take the stapler out of the drawer and put it in the cabinet. Laura comes back into the study and remembers she has one more document to staple together. Laura thinks the stapler is in the [MASK].",2,2,1,".]KSAM[ eht ni si relpats eht skniht aruaL .rehtegot elpats ot tnemucod erom eno sah ehs srebmemer dna yduts eht otni kcab semoc aruaL .tenibac eht ni ti tup dna reward eht fo tuo relpats eht ekat ssoR ees t'nseod aruaL .eeffoc a ekam dna og ot sevael aruaL .yduts eht otni srednaw ssoR nehT .tenibac a ni yawa stnemucod eht dna reward a ni yawa relpats eht stup ehs ,dehsinif si ehs nehW .relpats eht gnisu ,yduts eht ni si aruaL","reward","tenibac","Where did Laura put the stapler at the beginning of the story?","drawer","Where is the stapler at the end of the story?","cabinet","Laura is in the study, using the stapler. When she is finished, she puts the stapler away in a drawer and the documents away in a cabinet. Then Ross wanders into the study. Laura leaves to go and make a coffee. Laura doesn't see Ross take the stapler out of the drawer and put it in the cabinet. Laura comes back into the study and remembers she has one more document to staple together.","Laura thinks the stapler is in the","drawer",7.17443251457,"drawer",-7.1751413,-0.00070878543,"cabinet","drawer","drawer",",",-0.00070043333,-0.11289839,1,1
